Symbol,Description,Asset_Type
DEB,Debitum Network,Crypto
DEM,Deutsche eMark,Crypto
DENT,Dent,Crypto
DES,Destiny,Crypto
DEUS,DeusCoin,Crypto
DEW,DEW,Crypto
DFS,DFSCoin,Crypto
DFT,DraftCoin,Crypto
DGB,DigiByte,Crypto
DGC,Digitalcoin,Crypto
DGCS,Digital Credits,Crypto
DGD,DigixDAO,Crypto
DGPT,DigiPulse,Crypto
DIBC,DIBCOIN,Crypto
DICE,Etheroll,Crypto
DIM,DIMCOIN,Crypto
DIME,Dimecoin,Crypto
DISK,DarkLisk,Crypto
DIVX,Divi,Crypto
DIX,Dix Asset,Crypto
DLC,Dollarcoin,Crypto
DLISK,DAPPSTER,Crypto
DLT,Agrello,Crypto
DMB,Digital Money...,Crypto
DMC,DynamicCoin,Crypto
DMD,Diamond,Crypto
DMT,DMarket,Crypto
DNA,EncrypGen,Crypto
DNR,Denarius,Crypto
DNT,district0x,Crypto
DOGE,Dogecoin,Crypto
DOLLAR,Dollar Online,Crypto
DON,Donationcoin,Crypto
DOPE,DopeCoin,Crypto
DOT,Dotcoin,Crypto
DOVU,Dovu,Crypto
DP,DigitalPrice,Crypto
DPY,Delphy,Crypto
DRG,Dragon Coins,Crypto
DRGN,Dragonchain,Crypto
DRM,Dreamcoin,Crypto
DROP,Dropil,Crypto
DRP,DCORP,Crypto
DRPU,DRP Utility,Crypto
DRS,Digital Rupees,Crypto
DRT,DomRaider,Crypto
DRXNE,DROXNE,Crypto
DSH,Dashcoin,Crypto
DSR,Desire,Crypto
DTA,DATA,Crypto
DTB,Databits,Crypto
DTC,Datacoin,Crypto
DTH,Dether,Crypto
DTR,Dynamic Tradi...,Crypto
DUB,Dubstep,Crypto
DUO,ParallelCoin,Crypto
DUTCH,Dutch Coin,Crypto
DXT,Datawallet,Crypto
DYN,Dynamic,Crypto
EAC,EarthCoin,Crypto
EAG,EA Coin,Crypto
EAGLE,EagleCoin,Crypto
EBCH,eBitcoinCash,Crypto
EBET,EthBet,Crypto
EBST,eBoost,Crypto
EBT,Ebittree Coin,Crypto
EBTC,eBitcoin,Crypto
ECA,Electra,Crypto
ECASH,Ethereum Cash,Crypto
ECC,ECC,Crypto
ECH,Etherecash,Crypto
ECN,E-coin,Crypto
ECO,EcoCoin,Crypto
ECOB,Ecobit,Crypto
EDG,Edgeless,Crypto
EDO,Eidoo,Crypto
EDR,E-Dinar Coin,Crypto
EDRC,EDRCoin,Crypto
EFL,e-Gulden,Crypto
EFYT,Ergo,Crypto
EGC,EverGreenCoin,Crypto
EGG,EggCoin,Crypto
EGO,EGO,Crypto
EGOLD,eGold,Crypto
EKO,EchoLink,Crypto
EKT,EDUCare,Crypto
EL,Elcoin,Crypto
ELA,Elastos,Crypto
ELC,Elacoin,Crypto
ELE,Elementrem,Crypto
ELEC,Electrify.Asia,Crypto
ELF,aelf,Crypto
ELITE,Ethereum Lite,Crypto
ELIX,Elixir,Crypto
ELLA,Ellaism,Crypto
ELS,Elysium,Crypto
ELTCOIN,ELTCOIN,Crypto
EMC,Emercoin,Crypto
EMC2,Einsteinium,Crypto
EMD,Emerald Crypto,Crypto
EMV,Ethereum Movi...,Crypto
ENG,Enigma,Crypto
ENJ,Enjin Coin,Crypto
ENRG,Energycoin,Crypto
ENT,Eternity,Crypto
ENT,ENTCash,Crypto
EOS,EOS,Crypto
EOT,EOT Token,Crypto
EPC,Electronic PK...,Crypto
EPY,Emphy,Crypto
EQL,Equal,Crypto
EQT,EquiTrader,Crypto
ERA,ERA,Crypto
ERC,EuropeCoin,Crypto
ERC20,ERC20,Crypto
ERO,Eroscoin,Crypto
ERY,Eryllium,Crypto
ESC,Escroco,Crypto
ESP,Espers,Crypto
ESZ,EtherSportz,Crypto
ETBS,Ethbits,Crypto
ETC,Ethereum Classic,Crypto
ETG,Ethereum Gold,Crypto
ETH,Ethereum,Crypto
ETHD,Ethereum Dark,Crypto
ETHOS,Ethos,Crypto
ETN,Electroneum,Crypto
ETP,Metaverse ETP,Crypto
ETT,EncryptoTel [...,Crypto
ETT,EncryptoTel [...,Crypto
EUC,Eurocoin,Crypto
EVC,EventChain,Crypto
EVE,Devery,Crypto
EVIL,Evil Coin,Crypto
EVN,Envion,Crypto
EVO,Evotion,Crypto
EVR,Everus,Crypto
EVX,Everex,Crypto
EXCL,ExclusiveCoin,Crypto
EXN,ExchangeN,Crypto
EXP,Expanse,Crypto
EXRN,EXRNchain,Crypto
EXY,Experty,Crypto
EZT,EZToken,Crypto
FAIR,FairCoin,Crypto
FAIR,FairGame,Crypto
FAP,FAPcoin,Crypto
FAZZ,Fazzcoin,Crypto
FC2,FuelCoin,Crypto
FCN,Fantomcoin,Crypto
FCT,Factom,Crypto
FDX,FidentiaX,Crypto
FID,BITFID,Crypto
FIL,Filecoin [Fut...,Crypto
FIMK,FIMKrypto,Crypto
FIRE,Firecoin,Crypto
FJC,FujiCoin,Crypto
FLAP,FlappyCoin,Crypto
FLASH,Flash,Crypto
FLAX,Flaxscript,Crypto
FLDC,FoldingCoin,Crypto
FLIK,FLiK,Crypto
FLIXX,Flixxo,Crypto
FLO,FlorinCoin,Crypto
FLT,FlutterCoin,Crypto
FLUZ,Fluz Fluz,Crypto
FLY,Flycoin,Crypto
FNC,FinCoin,Crypto
FONZ,Fonziecoin,Crypto
FOR,FORCE,Crypto
FOTA,Fortuna,Crypto
FRC,Freicoin,Crypto
FRD,Farad,Crypto
FRGC,Fargocoin,Crypto
FRK,Franko,Crypto
FRN,Francs,Crypto
FRST,FirstCoin,Crypto
FRWC,FrankyWillCoin,Crypto
FSN,Fusion,Crypto
FST,Fastcoin,Crypto
FTC,Feathercoin,Crypto
FUCK,FuckToken,Crypto
FUEL,Etherparty,Crypto
FUN,FunFair,Crypto
FUNC,FUNCoin,Crypto
FUTC,FutCoin,Crypto
FUZZ,FuzzBalls,Crypto
FXE,FuturXe,Crypto
FYN,FundYourselfNow,Crypto
FYP,FlypMe,Crypto
G3N,G3N,Crypto
GAIA,GAIA,Crypto
GAIN,UGAIN,Crypto
GAM,Gambit,Crypto
GAME,GameCredits,Crypto
GAP,Gapcoin,Crypto
GARY,President Joh...,Crypto
GAS,Gas,Crypto
GAT,Gatcoin,Crypto
GAY,GAY Money,Crypto
GB,GoldBlocks,Crypto
GBC,GBCGoldCoin,Crypto
GBG,Golos Gold,Crypto
GBX,GoByte,Crypto
GBYTE,Byteball Bytes,Crypto
GCC,Global Crypto...,Crypto
GCC,GuccioneCoin,Crypto
GCN,GCN Coin,Crypto
GCR,Global Curren...,Crypto
GCS,GameChain System,Crypto
GDC,GrandCoin,Crypto
GEERT,GeertCoin,Crypto
GEM,Gems,Crypto
GEO,GeoCoin,Crypto
GET,GET Protocol,Crypto
GETX,Guaranteed Et...,Crypto
GJC,Global Jobcoin,Crypto
GLA,Gladius Token,Crypto
GLC,GlobalCoin,Crypto
GLD,GoldCoin,Crypto
GLS,GlassCoin,Crypto
GLT,GlobalToken,Crypto
GML,GameLeagueCoin,Crypto
GMT,Mercury Protocol,Crypto
GMX,GoldMaxCoin,Crypto
GNO,Gnosis,Crypto
GNT,Golem,Crypto
GNX,Genaro Network,Crypto
GOD,Bitcoin God,Crypto
GOLF,Golfcoin,Crypto
GOLOS,Golos,Crypto
GOOD,Goodomy,Crypto
GP,GoldPieces,Crypto
GPL,Gold Pressed ...,Crypto
GPU,GPU Coin,Crypto
GRC,GridCoin,Crypto
GRE,Greencoin,Crypto
GRFT,Graft,Crypto
GRID,Grid+,Crypto
GRIM,Grimcoin,Crypto
GRLC,Garlicoin,Crypto
GRN,Granite,Crypto
GRS,Groestlcoin,Crypto
GRWI,Growers Inter...,Crypto
GRX,GOLD Reward T...,Crypto
GSR,GeyserCoin,Crypto
GTC,Game.com,Crypto
GTC,Global Tour Coin,Crypto
GTO,Gifto,Crypto
GUESS,Peerguess,Crypto
GUN,Guncoin,Crypto
GUP,Matchpool,Crypto
GVT,Genesis Vision,Crypto
GXS,GXChain,Crypto
HAC,Hackspace Cap...,Crypto
HAL,Halcyon,Crypto
HALLO,Halloween Coin,Crypto
HAT,Hawala.Today,Crypto
HAV,Havven,Crypto
HBC,HomeBlockCoin,Crypto
HBN,HoboNickels,Crypto
HBT,Hubii Network,Crypto
HC,Harvest Maste...,Crypto
HCC,Happy Creator...,Crypto
HDG,Hedge,Crypto
HDLB,HODL Bucks,Crypto
HEAT,HEAT,Crypto
HERO,Sovereign Hero,Crypto
HGT,HelloGold,Crypto
HIGH,High Gain,Crypto
HIRE,HireMatch,Crypto
HKN,Hacken,Crypto
HLC,HalalChain,Crypto
HMC,Hi Mutual Soc...,Crypto
HMC,HarmonyCoin,Crypto
HMP,HempCoin,Crypto
HMQ,Humaniq,Crypto
HNC,Helleniccoin,Crypto
HNC,Huncoin,Crypto
HODL,HOdlcoin,Crypto
HOLD,Interstellar ...,Crypto
HONEY,Honey,Crypto
HORSE,Ethorse,Crypto
HOT,Hydro Protocol,Crypto
HPB,High Performa...,Crypto
HPC,Happycoin,Crypto
HPY,Hyper Pay,Crypto
HQX,HOQU,Crypto
HSR,Hshare,Crypto
HST,Decision Token,Crypto
HT,Huobi Token,Crypto
HTC,HitCoin,Crypto
HTML,HTMLCOIN,Crypto
HUC,HunterCoin,Crypto
HUSH,Hush,Crypto
HVCO,High Voltage,Crypto
HVN,Hive Project,Crypto
HWC,HollyWoodCoin,Crypto
HXX,Hexx,Crypto
HYP,HyperStake,Crypto
HYPER,Hyper,Crypto
I0C,I0Coin,Crypto
IBANK,iBank,Crypto
IC,Ignition,Crypto
ICE,iDice,Crypto
ICN,Iconomi,Crypto
ICN,iCoin,Crypto
ICOB,ICOBID,Crypto
ICON,Iconic,Crypto
ICOO,ICO OpenLedger,Crypto
ICOS,ICOS,Crypto
ICX,ICON,Crypto
IDH,indaHash,Crypto
IDT,InvestDigital,Crypto
IDXM,IDEX Membership,Crypto
IETH,iEthereum,Crypto
IFC,Infinitecoin,Crypto
IFLT,InflationCoin,Crypto
IFT,InvestFeed,Crypto
IGNIS,Ignis,Crypto
IHT,IHT Real Esta...,Crypto
IMPS,ImpulseCoin,Crypto
IMS,Independent M...,Crypto
IMX,Impact,Crypto
INCNT,Incent,Crypto
IND,Indorse Token,Crypto
INDI,Indicoin,Crypto
INDIA,India Coin,Crypto
INFX,Influxcoin,Crypto
ING,Iungo,Crypto
INK,Ink,Crypto
INN,Innova,Crypto
INPAY,InPay,Crypto
INS,INS Ecosystem,Crypto
INSN,InsaneCoin,Crypto
INSTAR,Insights Network,Crypto
INT,Internet Node...,Crypto
INXT,Internxt,Crypto
IOC,I/O Coin,Crypto
ION,ION,Crypto
IOP,Internet of P...,Crypto
IOST,IOStoken,Crypto
IPBC,Interplanetar...,Crypto
IPC,IPChain,Crypto
IPL,InsurePal,Crypto
IQT,iQuant,Crypto
IRL,IrishCoin,Crypto
ISL,IslaCoin,Crypto
ITC,IoT Chain,Crypto
ITI,iTicoin,Crypto
ITNS,IntenseCoin,Crypto
ITT,Intelligent T...,Crypto
IVZ,InvisibleCoin,Crypto
IXC,Ixcoin,Crypto
IXT,iXledger,Crypto
J,Joincoin,Crypto
J8T,JET8,Crypto
JC,Jesus Coin,Crypto
JET,Jetcoin,Crypto
JEW,Shekel,Crypto
JIN,Jin Coin,Crypto
JIYO,Jiyo,Crypto
JNT,Jibrel Network,Crypto
JOBS,JobsCoin,Crypto
JS,JavaScript Token,Crypto
JWL,Jewels,Crypto
KARMA,Karmacoin,Crypto
KASHH,KashhCoin,Crypto
KAYI,Kayicoin,Crypto
KB3,B3Coin,Crypto
KBR,Kubera Coin,Crypto
KCASH,Kcash,Crypto
KCS,KuCoin Shares,Crypto
KDC,KlondikeCoin,Crypto
KED,Darsek,Crypto
KEK,KekCoin,Crypto
KEY,Selfkey,Crypto
KICK,KickCoin,Crypto
KIN,Kin,Crypto
KLC,KiloCoin,Crypto
KLN,Kolion,Crypto
KMD,Komodo,Crypto
KNC,Kyber Network,Crypto
KNC,KingN Coin,Crypto
KOBO,Kobocoin,Crypto
KORE,Kore,Crypto
KRB,Karbo,Crypto
KRM,Karma,Crypto
KRONE,Kronecoin,Crypto
KURT,Kurrent,Crypto
KUSH,KushCoin,Crypto
KZC,Kzcash,Crypto
LA,LATOKEN,Crypto
LALA,LALA World,Crypto
LANA,LanaCoin,Crypto
LATX,LatiumX,Crypto
LAZ,Lazaruscoin,Crypto
LBC,LBRY Credits,Crypto
LBTC,LiteBitcoin,Crypto
LBTC,Lightning Bit...,Crypto
LCC,Litecoin Cash,Crypto
LCP,Litecoin Plus,Crypto
LCT,LendConnect,Crypto
LDC,Leadcoin,Crypto
LDCN,LandCoin,Crypto
LDOGE,LiteDoge,Crypto
LEA,LeaCoin,Crypto
LEAF,LeafCoin,Crypto
LEDU,Education Eco...,Crypto
LEND,ETHLend,Crypto
LEO,LEOcoin,Crypto
LEPEN,LePen,Crypto
LET,LinkEye,Crypto
LEV,Leverj,Crypto
LEVO,Levocoin,Crypto
LGD,Legends Room,Crypto
LGO,Legolas Exchange,Crypto
LIFE,LIFE,Crypto
LIGHT,LightChain,Crypto
LINDA,Linda,Crypto
LINK,ChainLink,Crypto
LINX,Linx,Crypto
LIR,LetItRide,Crypto
LKC,LinkedCoin,Crypto
LKK,Lykke,Crypto
LLT,LLToken,Crypto
LMC,LoMoCoin,Crypto
LNK,Link Platform,Crypto
LOC,LockChain,Crypto
LOCI,LOCIcoin,Crypto
LOG,Woodcoin,Crypto
LOOM,Loom Network,Crypto
LRC,Loopring,Crypto
LSK,Lisk,Crypto
LTB,LiteBar,Crypto
LTC,Litecoin,Crypto
LTCR,Litecred,Crypto
LTCU,LiteCoin Ultra,Crypto
LTH,LAthaan,Crypto
LUN,Lunyr,Crypto
LUNA,Luna Coin,Crypto
LUX,LUXCoin,Crypto
LVPS,LevoPlus,Crypto
LYM,Lympo,Crypto
MAC,Machinecoin,Crypto
MAD,SatoshiMadness,Crypto
MAG,Magnet,Crypto
MAG,Maggie,Crypto
MAGE,MagicCoin,Crypto
MAGN,Magnetcoin,Crypto
MAID,MaidSafeCoin,Crypto
MAN,Matrix AI Net...,Crypto
MANA,Decentraland,Crypto
MANNA,Manna,Crypto
MAO,Mao Zedong,Crypto
MAR,Marijuanacoin,Crypto
MARS,Marscoin,Crypto
MARX,MarxCoin,Crypto
MAX,MaxCoin,Crypto
MAY,Theresa May Coin,Crypto
MBI,Monster Byte,Crypto
MBL,MobileCash,Crypto
MBRS,Embers,Crypto
MCAP,MCAP,Crypto
MCI,Musiconomi,Crypto
MCO,Monaco,Crypto
MCR,Macro,Crypto
MCRN,MACRON,Crypto
MDA,Moeda Loyalty...,Crypto
MDC,Madcoin,Crypto
MDS,MediShares,Crypto
MDT,Measurable Da...,Crypto
MEC,Megacoin,Crypto
MED,MediBloc,Crypto
MEDIC,MedicCoin,Crypto
MEE,CoinMeet,Crypto
MEME,Memetic / Pep...,Crypto
MER,Mercury,Crypto
METAL,MetalCoin,Crypto
MGC,MergeCoin,Crypto
MGM,Magnum,Crypto
MGO,MobileGo,Crypto
MILO,MiloCoin,Crypto
MINEX,Minex,Crypto
MINT,Mintcoin,Crypto
MIOTA,IOTA,Crypto
MITH,Mithril,Crypto
MKR,Maker,Crypto
MLM,MktCoin,Crypto
MLN,Melon,Crypto
MMXVI,MMXVI,Crypto
MNC,Mincoin,Crypto
MND,MindCoin,Crypto
MNE,Minereum,Crypto
MNM,Mineum,Crypto
MNTP,GoldMint,Crypto
MNX,MinexCoin,Crypto
MOAC,MOAC,Crypto
MOBI,Mobius,Crypto
MOD,Modum,Crypto
MOF,Molecular Future,Crypto
MOIN,Moin,Crypto
MOJO,MojoCoin,Crypto
MONA,MonaCoin,Crypto
MONETA,Moneta,Crypto
MONK,Monkey Project,Crypto
MOON,Mooncoin,Crypto
MOT,Olympus Labs,Crypto
MOTO,Motocoin,Crypto
MRJA,GanjaCoin,Crypto
MRT,Miners' Rewar...,Crypto
MSCN,Master Swiscoin,Crypto
MSD,MSD,Crypto
MSP,Mothership,Crypto
MST,MustangCoin,Crypto
MTH,Monetha,Crypto
MTL,Metal,Crypto
MTLMC3,Metal Music Coin,Crypto
MTN,Medicalchain,Crypto
MTNC,Masternodecoin,Crypto
MTX,Matryx,Crypto
MUE,MonetaryUnit,Crypto
MUSE,MUSE,Crypto
MUSIC,Musicoin,Crypto
MVC,Maverick Chain,Crypto
MWAT,Restart Energ...,Crypto
MXT,MarteXcoin,Crypto
MYB,MyBit Token,Crypto
MYST,Mysterium,Crypto
MZC,MAZA,Crypto
NAMO,NamoCoin,Crypto
NANJ,NANJCOIN,Crypto
NANO,Nano,Crypto
NANOX,Project-X,Crypto
NAS,Nebulas,Crypto
NAV,NavCoin,Crypto
NBIT,netBit,Crypto
NCASH,Nucleus Vision,Crypto
NDC,NEVERDIE,Crypto
NEBL,Neblio,Crypto
NEO,NEO,Crypto
NEOG,NEO GOLD,Crypto
NEOS,NeosCoin,Crypto
NET,Nimiq Exchang...,Crypto
NET,NetCoin,Crypto
NETKO,Netko,Crypto
NEU,Neumark,Crypto
NEVA,NevaCoin,Crypto
NEWB,Newbium,Crypto
NGC,NAGA,Crypto
NIO,Autonio,Crypto
NKA,IncaKoin,Crypto
NKC,Nework,Crypto
NLC2,NoLimitCoin,Crypto
NLG,Gulden,Crypto
NMC,Namecoin,Crypto
NMR,Numeraire,Crypto
NMS,Numus,Crypto
NOAH,Noah Coin,Crypto
NOBL,NobleCoin,Crypto
NODC,NodeCoin,Crypto
NOTE,DNotes,Crypto
NOX,Nitro,Crypto
NPX,NaPoleonX,Crypto
NPXS,Pundi X [NEW],Crypto
NRO,Neuro,Crypto
NSR,NuShares,Crypto
NTC,Natcoin,Crypto
NTK,Neurotoken,Crypto
NTO,Fujinto,Crypto
NTRN,Neutron,Crypto
NTWK,Network Token,Crypto
NUKO,Nekonium,Crypto
NULS,Nuls,Crypto
NUMUS,NumusCash,Crypto
NVC,Novacoin,Crypto
NVST,NVO,Crypto
NXC,Nexium,Crypto
NXS,Nexus,Crypto
NXT,Nxt,Crypto
NXX,Nexxus,Crypto
NYAN,Nyancoin,Crypto
NYC,NewYorkCoin,Crypto
OAX,OAX,Crypto
OBITS,OBITS,Crypto
OC,OceanChain,Crypto
OCC,Octoin Coin,Crypto
OCL,Oceanlab,Crypto
OCN,Odyssey,Crypto
OCOW,OCOW,Crypto
OCT,OracleChain,Crypto
ODN,Obsidian,Crypto
OF,OFCOIN,Crypto
OFF,Cthulhu Offer...,Crypto
OK,OKCash,Crypto
OMC,Omicron,Crypto
OMG,OmiseGO,Crypto
OMNI,Omni,Crypto
ONG,onG.social,Crypto
ONION,DeepOnion,Crypto
ONT,Ontology,Crypto
ONX,Onix,Crypto
OP,Operand,Crypto
OPAL,Opal,Crypto
OPC,OP Coin,Crypto
OPES,Opescoin,Crypto
OPT,Opus,Crypto
ORB,Orbitcoin,Crypto
ORE,Galactrum,Crypto
ORLY,Orlycoin,Crypto
ORME,Ormeus Coin,Crypto
OS76,OsmiumCoin,Crypto
OST,OST,Crypto
OTN,Open Trading ...,Crypto
OTX,Octanox,Crypto
OX,OX Fina,Crypto
OXY,Oxycoin,Crypto
P7C,P7Coin,Crypto
PAK,Pakcoin,Crypto
PARETO,Pareto Network,Crypto
PART,Particl,Crypto
PASC,Pascal Coin,Crypto
PASL,Pascal Lite,Crypto
PAY,TenX,Crypto
PAYP,PayPeer,Crypto
PBL,Publica,Crypto
PBT,Primalbase Token,Crypto
PCN,PeepCoin,Crypto
PCOIN,Pioneer Coin,Crypto
PCS,Pabyosi Coin ...,Crypto
PDC,Project Decorum,Crypto
PDG,PinkDog,Crypto
PEPECASH,Pepe Cash,Crypto
PEX,PosEx,Crypto
PFR,Payfair,Crypto
PGL,Prospectors Gold,Crypto
PHO,Photon,Crypto
PHR,Phore,Crypto
PHS,Philosopher S...,Crypto
PIE,PIECoin,Crypto
PIGGY,Piggycoin,Crypto
PING,CryptoPing,Crypto
PINK,PinkCoin,Crypto
PIPL,PiplCoin,Crypto
PIRL,Pirl,Crypto
PIVX,PIVX,Crypto
PIX,Lampix,Crypto
PIZZA,PizzaCoin,Crypto
PKB,ParkByte,Crypto
PKT,Playkey,Crypto
PLACO,PlayerCoin,Crypto
PLAY,HEROcoin,Crypto
PLBT,Polybius,Crypto
PLC,PlusCoin,Crypto
PLC,Polcoin,Crypto
PLNC,PLNcoin,Crypto
PLR,Pillar,Crypto
PLU,Pluton,Crypto
PLX,PlexCoin,Crypto
PND,Pandacoin,Crypto
PNX,Phantomx,Crypto
POA,POA Network,Crypto
POE,Po.et,Crypto
POKE,PokeCoin,Crypto
POLIS,Polis,Crypto
POLL,ClearPoll,Crypto
POLY,Polymath,Crypto
PONZI,PonziCoin,Crypto
POP,PopularCoin,Crypto
POS,PoSToken,Crypto
POST,PostCoin,Crypto
POSW,PoSW Coin,Crypto
POT,PotCoin,Crypto
POWR,Power Ledger,Crypto
PPC,Peercoin,Crypto
PPP,PayPie,Crypto
PPT,Populous,Crypto
PPY,Peerplays,Crypto
PR,Prototanium,Crypto
PRA,ProChain,Crypto
PRC,PRCoin,Crypto
PRE,Presearch,Crypto
PRES,President Trump,Crypto
PRG,Paragon,Crypto
PRIMU,Primulon,Crypto
PRIX,Privatix,Crypto
PRL,Oyster,Crypto
PRM,PrismChain,Crypto
PRN,Protean,Crypto
PRO,Propy,Crypto
PROC,ProCurrency,Crypto
PRS,PressOne,Crypto
PRX,Printerium,Crypto
PST,Primas,Crypto
PSY,Psilocybin,Crypto
PTC,Pesetacoin,Crypto
PTOY,Patientory,Crypto
PULSE,Pulse,Crypto
PURA,Pura,Crypto
PURE,Pure,Crypto
PUT,Profile Utili...,Crypto
PUT,PutinCoin,Crypto
PX,PX,Crypto
PXC,Phoenixcoin,Crypto
PXI,Prime-XI,Crypto
PXS,Pundi X [OLD],Crypto
PYLNT,Pylon Network,Crypto
PZM,PRIZM,Crypto
Q2C,QubitCoin,Crypto
QASH,QASH,Crypto
QAU,Quantum,Crypto
QBC,Quebecoin,Crypto
QBIC,Qbic,Crypto
QBT,Qbao,Crypto
QBT,Cubits,Crypto
QCN,QuazarCoin,Crypto
QLC,QLINK,Crypto
QORA,Qora,Crypto
QRK,Quark,Crypto
QRL,Quantum Resis...,Crypto
QSP,Quantstamp,Crypto
QTL,Quatloo,Crypto
QTUM,Qtum,Crypto
QUBE,Qube,Crypto
QUN,QunQun,Crypto
QVT,Qvolta,Crypto
QWARK,Qwark,Crypto
R,Revain,Crypto
RADS,Radium,Crypto
RAIN,Condensate,Crypto
RBBT,RabbitCoin,Crypto
RBIES,Rubies,Crypto
RBT,Rimbit,Crypto
RBX,Ripto Bux,Crypto
RBY,Rubycoin,Crypto
RC,RussiaCoin,Crypto
RCN,Ripio Credit ...,Crypto
RCN,Rcoin,Crypto
RCT,RealChain,Crypto
RDD,ReddCoin,Crypto
RDN,Raiden Networ...,Crypto
READ,Read,Crypto
REAL,REAL,Crypto
REBL,REBL,Crypto
REC,Regalcoin,Crypto
RED,RedCoin,Crypto
REE,ReeCoin,Crypto
REF,RefToken,Crypto
REGA,Regacoin,Crypto
REM,Remme,Crypto
REN,Republic Prot...,Crypto
REP,Augur,Crypto
REQ,Request Network,Crypto
REX,REX,Crypto
RFR,Refereum,Crypto
RHFC,RHFCoin,Crypto
RHOC,RChain,Crypto
RIC,Riecoin,Crypto
RICHX,RichCoin,Crypto
RIDE,Ride My Car,Crypto
RISE,Rise,Crypto
RIYA,Etheriya,Crypto
RKC,Royal Kingdom...,Crypto
RKT,Rock,Crypto
RLC,iExec RLC,Crypto
RLT,RouletteToken,Crypto
RMC,Russian Miner...,Crypto
RMC,Remicoin,Crypto
RMT,SureRemit,Crypto
RNS,Renos,Crypto
RNT,OneRoot Network,Crypto
ROOFS,Roofs,Crypto
ROYAL,RoyalCoin,Crypto
RPC,RonPaulCoin,Crypto
RPX,Red Pulse,Crypto
RSGP,RSGPcoin,Crypto
RUBIT,RubleBit,Crypto
RUFF,Ruff,Crypto
RUNNERS,Runners,Crypto
RUP,Rupee,Crypto
RUPX,Rupaya,Crypto
RUSTBITS,Rustbits,Crypto
RVN,Ravencoin,Crypto
RVR,RevolutionVR,Crypto
RVT,Rivetz,Crypto
RYZ,ANRYZE,Crypto
SAC,SACoin,Crypto
SAFEX,Safe Exchange...,Crypto
SAGA,SagaCoin,Crypto
SAK,Sharkcoin,Crypto
SALT,SALT,Crypto
SAN,Santiment Net...,Crypto
SANDG,Save and Gain,Crypto
SAY,SpherePay,Crypto
SBC,StrikeBitClub,Crypto
SBD,Steem Dollars,Crypto
SBTC,Super Bitcoin,Crypto
SC,Siacoin,Crypto
SCL,Sociall,Crypto
SCORE,Scorecoin,Crypto
SCRT,SecretCoin,Crypto
SCS,Speedcash,Crypto
SCT,Soma,Crypto
SDC,ShadowCash,Crypto
SDP,SydPak,Crypto
SDRN,Senderon,Crypto
SEND,Social Send,Crypto
SENSE,Sense,Crypto
SEQ,Sequence,Crypto
SETH,Sether,Crypto
SEXC,ShareX,Crypto
SFC,Solarflarecoin,Crypto
SFE,SafeCoin,Crypto
SGR,Sugar Exchange,Crypto
SH,Shilling,Crypto
SHA,SHACoin,Crypto
SHDW,Shadow Token,Crypto
SHELL,ShellCoin,Crypto
SHIFT,Shift,Crypto
SHIP,ShipChain,Crypto
SHND,StrongHands,Crypto
SHORTY,Shorty,Crypto
SHOW,Show,Crypto
SHP,Sharpe Platfo...,Crypto
SIB,SIBCoin,Crypto
SIC,Swisscoin,Crypto
SIGMA,SIGMAcoin,Crypto
SIGT,Signatum,Crypto
SISA,SISA,Crypto
SJCX,Storjcoin X,Crypto
SJW,SJWCoin,Crypto
SKC,Skeincoin,Crypto
SKIN,SkinCoin,Crypto
SKR,Sakuracoin,Crypto
SKULL,Pirate Blocks,Crypto
SKY,Skycoin,Crypto
SLEVIN,Slevin,Crypto
SLFI,Selfiecoin,Crypto
SLG,Sterlingcoin,Crypto
SLM,Slimcoin,Crypto
SLOTH,Slothcoin,Crypto
SLR,SolarCoin,Crypto
SLS,SaluS,Crypto
SLT,Smartlands,Crypto
SMART,SmartCash,Crypto
SMC,SmartCoin,Crypto
SMLY,SmileyCoin,Crypto
SMOKE,Smoke,Crypto
SMS,Speed Mining ...,Crypto
SMT,SmartMesh,Crypto
SNAKE,SnakeEyes,Crypto
SNC,SunContract,Crypto
SND,Sand Coin,Crypto
SNGLS,SingularDTV,Crypto
SNM,SONM,Crypto
SNOV,Snovio,Crypto
SNRG,Synergy,Crypto
SNT,Status,Crypto
SOAR,Soarcoin,Crypto
SOC,All Sports,Crypto
SOCC,SocialCoin,Crypto
SOIL,SOILcoin,Crypto
SOJ,Sojourn,Crypto
SONG,SongCoin,Crypto
SOON,SoonCoin,Crypto
SPACE,SpaceCoin,Crypto
SPANK,SpankChain,Crypto
SPC,SpaceChain,Crypto
SPEX,SproutsExtreme,Crypto
SPF,SportyCo,Crypto
SPHR,Sphere,Crypto
SPHTX,SophiaTX,Crypto
SPK,Sparks,Crypto
SPORT,SportsCoin,Crypto
SPR,SpreadCoin,Crypto
SPRTS,Sprouts,Crypto
SPT,Spots,Crypto
SRC,SecureCoin,Crypto
SRN,SIRIN LABS Token,Crypto
SSC,SelfSell,Crypto
SSS,Sharechain,Crypto
STA,Starta,Crypto
STAC,StarterCoin,Crypto
STAK,STRAKS,Crypto
STAR,Starbase,Crypto
STARS,StarCash Network,Crypto
START,Startcoin,Crypto
STC,StarChain,Crypto
STEEM,Steem,Crypto
STEPS,Steps,Crypto
STEX,STEX,Crypto
STK,STK,Crypto
STN,Steneum Coin,Crypto
STORJ,Storj,Crypto
STORM,Storm,Crypto
